council_area,health_board,pct_school_attend,alcohol,pct_income_deprived,pct_employment_deprived,mortality,drugs,pct_depress,pct_low_bw,hosp_emerg,pct_no_heating,pct_overcrowded,simd_2016_quintile,urban
South Lanarkshire,Lanarkshire,94,17,2,5,111,0,14,15,111,1,5.75,5,0
South Lanarkshire,Lanarkshire,76,135,9,10,86,45,18,10,100,2,12.48,3,0
South Lanarkshire,Lanarkshire,87,70,10,10,154,98,25,11,95,2,5.07,3,0
South Lanarkshire,Lanarkshire,69,129,20,16,107,118,23,3,114,1,6.14,2,0
South Lanarkshire,Lanarkshire,86,78,9,12,165,51,24,5,126,1,3.22,3,0
South Lanarkshire,Lanarkshire,81,128,13,15,108,167,23,0,116,0,15.79,2,0
South Lanarkshire,Lanarkshire,92,24,4,6,91,0,16,5,95,0,5.95,5,0
South Lanarkshire,Lanarkshire,95,17,2,4,52,0,18,0,47,1,0.56,5,0
South Lanarkshire,Lanarkshire,88,148,12,11,103,69,23,7,106,1,8.72,3,0
South Lanarkshire,Lanarkshire,90,0,5,6,55,76,16,8,79,1,3.95,4,0
South Lanarkshire,Lanarkshire,89,0,4,5,74,0,15,0,93,0,1.13,5,0
South Lanarkshire,Lanarkshire,89,19,4,5,65,0,15,11,81,1,3.13,5,0
South Lanarkshire,Lanarkshire,83,57,10,7,129,0,21,11,108,0,5.98,4,0
South Lanarkshire,Lanarkshire,90,21,2,4,64,39,14,0,91,0,1.55,5,0
South Lanarkshire,Lanarkshire,91,74,10,8,115,0,18,0,96,0,3.36,3,0
South Lanarkshire,Lanarkshire,87,16,12,8,303,0,18,7,91,2,4.46,3,0
South Lanarkshire,Lanarkshire,81,39,4,3,76,0,10,0,84,2,2.76,4,0
South Lanarkshire,Lanarkshire,91,9,5,5,88,0,15,0,81,2,3.14,4,0
South Lanarkshire,Lanarkshire,87,34,5,6,80,0,20,9,87,0,2.54,4,0
South Lanarkshire,Lanarkshire,84,13,10,10,94,32,17,7,93,1,7.27,3,0
South Lanarkshire,Lanarkshire,86,39,7,8,91,0,18,6,79,1,5.75,3,0
South Lanarkshire,Lanarkshire,95,16,5,4,41,0,15,8,65,0,4.54,5,1
South Lanarkshire,Lanarkshire,88,36,7,7,102,0,13,5,100,0,8.33,3,1
South Lanarkshire,Lanarkshire,89,39,7,7,94,0,13,14,88,1,6.44,4,1
South Lanarkshire,Lanarkshire,76,175,22,19,127,244,23,5,115,0,14.38,1,1
South Lanarkshire,Lanarkshire,92,26,3,3,93,0,13,0,72,0,5.64,5,1
South Lanarkshire,Lanarkshire,66,95,18,16,69,0,25,9,159,1,17.76,1,1
South Lanarkshire,Lanarkshire,90,10,2,2,37,36,13,7,64,0,3.01,5,1
South Lanarkshire,Lanarkshire,71,273,20,20,127,211,21,0,144,1,15.21,1,1
South Lanarkshire,Lanarkshire,70,129,19,17,109,68,23,13,130,0,9.68,2,1
South Lanarkshire,Lanarkshire,69,113,23,17,123,213,22,6,117,1,10.76,2,1
South Lanarkshire,Lanarkshire,67,247,31,27,189,168,28,4,145,1,13.28,1,1
South Lanarkshire,Lanarkshire,91,6,4,3,64,0,13,0,74,0,2.8,5,1
South Lanarkshire,Lanarkshire,91,32,5,5,62,0,12,5,79,2,3.44,5,1
South Lanarkshire,Lanarkshire,95,59,1,4,58,0,15,0,70,1,3.34,5,1
South Lanarkshire,Lanarkshire,86,202,22,19,99,145,23,8,122,1,12.07,2,1
South Lanarkshire,Lanarkshire,94,5,4,4,106,0,18,0,72,0,2.24,5,1
South Lanarkshire,Lanarkshire,82,102,19,16,86,62,21,4,114,2,11.64,2,1
South Lanarkshire,Lanarkshire,89,42,10,5,120,0,16,8,106,1,8.07,4,1
South Lanarkshire,Lanarkshire,82,96,14,13,84,56,16,3,90,2,14.27,2,1
South Lanarkshire,Lanarkshire,82,79,11,10,97,118,14,4,79,7,13.64,3,1
South Lanarkshire,Lanarkshire,79,77,11,9,103,49,19,5,100,0,9.78,3,1
South Lanarkshire,Lanarkshire,80,285,23,29,147,74,28,9,147,1,17.65,1,1
South Lanarkshire,Lanarkshire,73,201,29,29,90,294,25,3,125,0,21.51,1,1
South Lanarkshire,Lanarkshire,76,128,14,14,120,33,19,10,98,2,9.2,2,1
South Lanarkshire,Lanarkshire,87,168,15,14,104,25,18,0,101,1,7.95,2,1
South Lanarkshire,Lanarkshire,82,82,9,10,80,0,21,0,107,1,14.82,3,1
South Lanarkshire,Lanarkshire,65,168,29,27,158,176,25,10,151,2,22.32,1,1
South Lanarkshire,Lanarkshire,62,193,38,29,197,456,24,7,153,0,19.16,1,1
South Lanarkshire,Lanarkshire,86,59,10,12,96,0,16,3,79,1,7.29,3,1
South Lanarkshire,Lanarkshire,69,250,25,21,109,47,21,8,131,3,13.49,1,1
South Lanarkshire,Lanarkshire,76,93,17,14,120,71,22,11,123,1,19.2,2,1
South Lanarkshire,Lanarkshire,77,220,16,16,115,127,19,0,115,5,13.42,2,1
South Lanarkshire,Lanarkshire,95,10,5,4,41,0,10,0,69,0,1.75,4,1
South Lanarkshire,Lanarkshire,92,18,4,3,35,36,10,0,75,0,0.78,4,1
South Lanarkshire,Lanarkshire,82,123,6,8,99,64,20,5,101,1,11.97,3,1
South Lanarkshire,Lanarkshire,85,180,13,12,125,0,20,9,138,0,9.38,2,1
South Lanarkshire,Lanarkshire,88,24,8,6,107,30,15,7,101,0,6.5,4,1
South Lanarkshire,Lanarkshire,69,73,21,16,118,49,22,0,143,0,9.64,2,1
South Lanarkshire,Lanarkshire,94,6,4,2,95,0,8,4,74,0,1.78,4,1
South Lanarkshire,Lanarkshire,90,12,4,3,66,24,8,2,93,0,2.36,4,1
South Lanarkshire,Lanarkshire,89,16,4,4,86,0,13,0,67,1,5.23,5,1
South Lanarkshire,Lanarkshire,94,39,3,3,56,0,13,12,58,1,5.22,5,1
South Lanarkshire,Lanarkshire,95,16,3,4,58,0,15,0,67,0,2.07,5,1
South Lanarkshire,Lanarkshire,94,20,3,4,65,0,14,9,63,0,5.19,5,1
South Lanarkshire,Lanarkshire,92,11,4,3,66,0,15,6,83,0,3.98,5,1
South Lanarkshire,Lanarkshire,92,69,8,7,101,35,16,4,105,0,12.44,3,1
South Lanarkshire,Lanarkshire,74,107,16,13,64,68,17,13,103,1,13,2,1
South Lanarkshire,Lanarkshire,66,205,37,29,201,339,24,7,176,1,25.09,1,1
South Lanarkshire,Lanarkshire,68,186,27,24,172,246,25,5,141,1,24.43,1,1
South Lanarkshire,Lanarkshire,75,128,24,19,129,100,24,2,146,0,20.81,1,1
South Lanarkshire,Lanarkshire,86,221,19,21,112,71,25,7,132,3,15.67,1,1
South Lanarkshire,Lanarkshire,73,153,19,16,99,33,21,3,119,1,16.47,2,1
South Lanarkshire,Lanarkshire,70,104,25,18,195,116,25,0,134,1,21.57,1,1
South Lanarkshire,Lanarkshire,78,108,21,18,97,160,22,7,137,1,18.4,1,1
South Lanarkshire,Lanarkshire,74,255,31,33,187,109,31,8,172,0,18.24,1,1
South Lanarkshire,Lanarkshire,84,121,20,19,131,0,28,0,163,0,10.89,1,1
South Lanarkshire,Lanarkshire,75,119,18,17,142,331,26,5,110,2,18.44,2,1
South Lanarkshire,Lanarkshire,84,65,18,14,96,0,23,0,154,0,16.78,2,1
South Lanarkshire,Lanarkshire,84,223,25,21,141,119,26,12,141,2,20.22,1,1
South Lanarkshire,Lanarkshire,69,124,27,25,212,60,25,4,162,1,18.46,1,1
South Lanarkshire,Lanarkshire,86,173,18,17,138,75,23,3,140,2,14.32,2,1
South Lanarkshire,Lanarkshire,78,91,15,10,123,0,21,0,97,1,7.91,2,1
South Lanarkshire,Lanarkshire,74,166,17,16,66,0,23,0,123,1,25.87,2,1
South Lanarkshire,Lanarkshire,76,39,20,21,124,0,25,13,116,1,18.59,1,1
South Lanarkshire,Lanarkshire,83,40,15,12,130,91,21,3,114,2,15.62,2,1
South Lanarkshire,Lanarkshire,75,87,24,18,130,32,20,2,112,0,15.93,1,1
South Lanarkshire,Lanarkshire,96,15,5,4,40,0,17,0,77,1,4.58,4,1
South Lanarkshire,Lanarkshire,89,12,4,6,63,0,18,8,77,0,5.23,4,1
South Lanarkshire,Lanarkshire,93,88,4,3,191,0,17,10,94,0,7.24,4,1
South Lanarkshire,Lanarkshire,92,62,14,13,87,0,20,4,107,0,11.92,3,1
South Lanarkshire,Lanarkshire,88,136,16,16,74,0,20,4,115,2,16.03,2,1
South Lanarkshire,Lanarkshire,72,208,25,20,111,95,22,13,131,1,24.82,1,1
South Lanarkshire,Lanarkshire,78,83,19,16,124,144,25,10,133,0,13.72,2,1
South Lanarkshire,Lanarkshire,85,64,14,14,165,84,19,13,122,2,12.24,2,1
South Lanarkshire,Lanarkshire,75,217,12,16,161,0,20,0,161,0,13.69,2,1
South Lanarkshire,Lanarkshire,81,148,22,20,126,111,23,9,122,0,16.67,1,1
South Lanarkshire,Lanarkshire,88,16,5,8,68,23,14,0,121,0,10.11,4,1
South Lanarkshire,Lanarkshire,80,124,23,18,125,35,22,6,150,0,16.94,1,1
South Lanarkshire,Lanarkshire,74,429,31,21,168,217,20,18,165,0,17.47,1,1
South Lanarkshire,Lanarkshire,63,306,31,22,121,40,23,7,170,1,17.24,1,1
South Lanarkshire,Lanarkshire,85,69,15,14,107,44,19,11,98,1,7.87,2,1
South Lanarkshire,Lanarkshire,65,121,33,26,147,44,25,11,148,1,22.15,1,1
South Lanarkshire,Lanarkshire,79,108,31,24,129,287,26,5,140,1,22.35,1,1
South Lanarkshire,Lanarkshire,73,86,20,20,125,134,24,0,131,2,16.24,1,1
South Lanarkshire,Lanarkshire,69,350,32,33,165,304,26,8,157,0,20.82,1,1
South Lanarkshire,Lanarkshire,70,444,41,37,163,340,31,7,188,1,16.91,1,1
South Lanarkshire,Lanarkshire,81,136,9,10,97,112,14,6,91,1,7.09,3,1
South Lanarkshire,Lanarkshire,69,121,24,21,183,43,26,7,152,2,13.82,1,1
South Lanarkshire,Lanarkshire,86,153,16,14,135,0,20,8,112,2,11.08,2,1
South Lanarkshire,Lanarkshire,95,14,8,5,99,63,15,3,101,1,5.28,4,1
South Lanarkshire,Lanarkshire,89,254,5,5,72,0,15,0,89,1,6.67,4,1
South Lanarkshire,Lanarkshire,85,146,14,15,195,32,31,6,130,1,9.98,2,1
South Lanarkshire,Lanarkshire,71,203,25,23,120,159,19,11,148,2,19.84,1,1
South Lanarkshire,Lanarkshire,79,79,12,13,76,0,15,0,102,1,6.95,3,1
South Lanarkshire,Lanarkshire,66,87,27,23,133,176,27,3,137,1,19.34,1,1
South Lanarkshire,Lanarkshire,80,72,27,17,104,143,20,2,114,1,10.55,1,1
South Lanarkshire,Lanarkshire,68,106,19,14,155,34,22,2,137,1,14.78,1,1
South Lanarkshire,Lanarkshire,92,53,5,4,70,87,15,5,96,1,5.14,4,1
South Lanarkshire,Lanarkshire,96,60,4,3,93,0,15,0,89,1,8.35,5,1
South Lanarkshire,Lanarkshire,96,120,4,4,95,0,13,0,80,0,4.7,5,1
South Lanarkshire,Lanarkshire,89,11,5,4,46,0,17,9,70,1,3.29,5,1
South Lanarkshire,Lanarkshire,87,46,1,2,22,58,12,11,68,1,2.45,5,1
South Lanarkshire,Lanarkshire,92,28,3,5,58,0,15,0,82,0,5.63,4,1
South Lanarkshire,Lanarkshire,83,58,19,14,141,184,24,6,129,2,18.19,2,1
South Lanarkshire,Lanarkshire,78,41,15,14,75,103,20,0,129,1,19.74,2,1
South Lanarkshire,Lanarkshire,86,157,10,11,137,153,16,4,122,2,14.83,2,1
South Lanarkshire,Lanarkshire,96,68,1,2,63,0,11,0,72,0,1.02,5,1
South Lanarkshire,Lanarkshire,93,30,6,6,96,0,14,0,102,0,8.31,4,1
South Lanarkshire,Lanarkshire,88,78,7,7,90,0,14,3,95,3,10.78,4,1
South Lanarkshire,Lanarkshire,86,193,20,21,156,161,28,12,135,1,19.74,1,1
South Lanarkshire,Lanarkshire,85,79,9,7,111,0,17,5,106,0,12.6,3,1
South Lanarkshire,Lanarkshire,92,71,7,8,45,0,17,0,87,0,13.36,4,1
South Lanarkshire,Lanarkshire,93,16,2,4,48,0,13,3,76,0,3.96,5,1
South Lanarkshire,Lanarkshire,89,22,4,6,81,0,13,2,81,0,3.47,4,1
South Lanarkshire,Lanarkshire,91,26,3,4,66,26,13,1,91,0,3.43,4,1
South Lanarkshire,Lanarkshire,85,46,14,9,95,41,17,13,84,0,9.61,3,1
South Lanarkshire,Lanarkshire,92,37,3,2,79,0,9,4,73,0,1.42,5,1
South Lanarkshire,Lanarkshire,88,59,6,6,71,0,14,4,96,1,6.67,4,1
South Lanarkshire,Lanarkshire,77,269,33,30,136,252,26,0,162,2,14.83,1,1
South Lanarkshire,Lanarkshire,88,19,6,4,60,31,10,3,93,0,6.23,4,1
South Lanarkshire,Lanarkshire,84,13,4,3,59,26,9,9,68,0,5.18,4,1
South Lanarkshire,Lanarkshire,71,347,37,31,87,110,21,3,139,1,28.9,1,1
South Lanarkshire,Lanarkshire,90,23,5,5,43,0,13,3,81,0,6.38,4,1
South Lanarkshire,Lanarkshire,85,48,16,12,128,41,15,6,115,1,7.68,2,1
South Lanarkshire,Lanarkshire,73,250,15,21,137,118,26,10,124,1,8.84,1,1
South Lanarkshire,Lanarkshire,69,181,37,33,192,129,29,0,134,1,22.54,1,1
South Lanarkshire,Lanarkshire,85,69,5,4,101,28,10,6,95,1,6.41,4,1
South Lanarkshire,Lanarkshire,91,0,1,3,61,0,10,4,77,0,3.09,5,1
South Lanarkshire,Lanarkshire,60,157,34,27,95,75,27,4,155,1,18.96,1,1
South Lanarkshire,Lanarkshire,79,70,18,17,141,47,25,9,106,1,6.67,2,1
South Lanarkshire,Lanarkshire,75,93,22,20,128,110,26,17,115,1,13.02,1,1
South Lanarkshire,Lanarkshire,80,128,23,21,123,62,23,5,136,1,14.34,1,1
South Lanarkshire,Lanarkshire,72,142,29,21,146,170,23,5,160,1,21.71,1,1
South Lanarkshire,Lanarkshire,75,261,20,23,141,149,28,0,112,1,16.72,1,1
South Lanarkshire,Lanarkshire,84,330,18,19,176,36,28,0,125,1,10.57,2,1
South Lanarkshire,Lanarkshire,90,22,5,4,222,0,13,0,71,0,1.78,4,1
South Lanarkshire,Lanarkshire,60,317,34,32,116,252,24,4,148,1,19.18,1,1
South Lanarkshire,Lanarkshire,65,372,33,31,214,186,22,8,191,0,12.43,1,1
South Lanarkshire,Lanarkshire,91,28,6,8,89,0,17,3,71,1,7.81,4,1
South Lanarkshire,Lanarkshire,94,39,5,3,28,0,12,2,67,1,3.94,5,1
South Lanarkshire,Lanarkshire,89,7,3,7,49,0,17,0,77,2,4.92,4,1
South Lanarkshire,Lanarkshire,95,10,5,5,81,0,19,0,60,1,11.79,4,1
South Lanarkshire,Lanarkshire,94,30,2,2,71,0,14,8,67,1,3.68,5,1
South Lanarkshire,Lanarkshire,97,6,1,2,59,0,11,5,72,0,0.57,5,1
South Lanarkshire,Lanarkshire,91,32,8,9,101,46,17,4,98,2,3.21,4,1
South Lanarkshire,Lanarkshire,80,220,34,25,134,130,26,12,137,2,14.9,1,1
South Lanarkshire,Lanarkshire,90,203,11,9,89,0,21,6,122,2,7.5,3,1
South Lanarkshire,Lanarkshire,88,118,8,7,54,0,15,0,80,0,5.17,4,1
South Lanarkshire,Lanarkshire,80,53,17,14,113,32,22,7,115,0,15.52,2,1
South Lanarkshire,Lanarkshire,78,208,18,17,106,0,22,4,102,3,15.77,2,1
South Lanarkshire,Lanarkshire,87,69,10,15,67,46,23,12,95,1,12.95,2,1
South Lanarkshire,Lanarkshire,91,52,3,4,131,44,12,13,68,0,2.3,5,1
South Lanarkshire,Lanarkshire,87,298,6,8,80,51,17,0,87,1,5.96,4,1
South Lanarkshire,Lanarkshire,93,48,4,4,77,0,15,0,77,1,7.03,5,1
South Lanarkshire,Lanarkshire,85,90,7,6,84,150,15,9,98,2,8.1,4,1
South Lanarkshire,Lanarkshire,80,77,23,20,101,110,23,8,130,1,12.44,1,1
South Lanarkshire,Lanarkshire,82,133,23,25,124,89,26,3,107,3,17.35,1,1
South Lanarkshire,Lanarkshire,68,220,24,23,130,176,27,3,132,2,16.11,1,1
South Lanarkshire,Lanarkshire,79,87,16,14,115,191,17,6,120,4,17.85,2,1
South Lanarkshire,Lanarkshire,92,74,13,9,217,0,25,0,94,0,9.41,3,1
South Lanarkshire,Lanarkshire,86,92,9,7,81,45,15,8,82,3,9.32,4,1
South Lanarkshire,Lanarkshire,68,403,34,33,127,173,26,9,155,5,17.86,1,1
South Lanarkshire,Lanarkshire,72,652,34,30,205,263,25,6,148,6,25.44,1,1
South Lanarkshire,Lanarkshire,78,392,31,28,138,471,23,5,136,7,18.71,1,1
South Lanarkshire,Lanarkshire,87,111,15,12,105,91,22,9,100,1,12.71,2,1
South Lanarkshire,Lanarkshire,78,203,17,13,93,75,19,8,100,2,10.01,2,1
South Lanarkshire,Lanarkshire,59,409,28,22,161,239,28,0,129,3,21.53,1,1
South Lanarkshire,Lanarkshire,69,221,23,21,128,184,25,5,136,4,20.22,1,1
South Lanarkshire,Lanarkshire,53,450,41,31,197,551,23,14,170,1,21.98,1,1
South Lanarkshire,Lanarkshire,88,149,11,11,76,224,17,8,91,1,8.96,3,1
South Lanarkshire,Lanarkshire,84,30,12,10,104,0,18,6,94,1,9.69,3,1
South Lanarkshire,Lanarkshire,83,105,15,9,65,0,18,0,103,2,12.95,3,1
South Lanarkshire,Lanarkshire,73,89,12,9,126,70,19,8,94,1,13.36,3,1
South Lanarkshire,Lanarkshire,71,351,22,24,116,42,22,11,118,2,16.6,1,1
South Lanarkshire,Lanarkshire,73,96,24,17,120,140,23,4,113,0,15.71,1,1
South Lanarkshire,Lanarkshire,74,185,24,21,126,88,24,14,116,1,18.35,1,1
South Lanarkshire,Lanarkshire,79,111,20,16,86,191,26,0,116,0,12.26,2,1
South Lanarkshire,Lanarkshire,91,28,4,5,63,0,13,6,58,1,5.19,5,1
South Lanarkshire,Lanarkshire,92,49,5,5,51,0,13,0,79,2,7.82,5,1
South Lanarkshire,Lanarkshire,96,31,4,4,76,0,13,6,65,2,4.26,5,1
South Lanarkshire,Lanarkshire,91,71,7,7,102,45,18,9,97,1,5.17,4,1
South Lanarkshire,Lanarkshire,69,340,37,24,106,343,21,6,153,5,11.28,1,1
South Lanarkshire,Lanarkshire,74,460,32,36,142,179,27,3,158,5,19.87,1,1
South Lanarkshire,Lanarkshire,88,331,14,19,97,72,25,5,115,3,17.7,2,1
South Lanarkshire,Lanarkshire,64,550,27,28,137,350,21,7,134,4,23.99,1,1
South Lanarkshire,Lanarkshire,91,30,4,5,66,0,13,13,66,1,6.66,4,1
South Lanarkshire,Lanarkshire,93,83,4,5,62,50,16,0,68,1,2.72,5,1
South Lanarkshire,Lanarkshire,94,45,3,4,87,0,15,0,82,0,3.47,5,1
South Lanarkshire,Lanarkshire,88,44,6,6,85,25,12,6,92,0,6.86,4,1
South Lanarkshire,Lanarkshire,80,423,27,22,145,138,21,5,158,3,14.23,1,1
South Lanarkshire,Lanarkshire,84,37,16,14,135,107,21,5,143,2,14.96,2,1
South Lanarkshire,Lanarkshire,63,287,25,23,133,269,24,6,131,2,20.78,1,1
South Lanarkshire,Lanarkshire,65,381,32,25,100,371,24,12,119,5,20.91,1,1
South Lanarkshire,Lanarkshire,90,48,6,5,98,19,12,3,116,0,4.79,4,1
South Lanarkshire,Lanarkshire,95,27,3,3,81,0,12,0,84,2,4.79,4,1
South Lanarkshire,Lanarkshire,90,85,18,22,83,0,25,0,115,9,9.76,2,1
South Lanarkshire,Lanarkshire,90,0,6,4,77,0,16,0,100,0,3.79,4,1
South Lanarkshire,Lanarkshire,91,27,3,2,17,0,10,0,56,1,2.29,5,1
South Lanarkshire,Lanarkshire,83,166,21,23,90,119,27,0,127,1,8.13,1,1
South Lanarkshire,Lanarkshire,92,52,11,8,167,0,28,5,120,2,5.24,3,1
South Lanarkshire,Lanarkshire,82,90,12,12,52,76,16,0,88,1,9.43,3,1
South Lanarkshire,Lanarkshire,88,75,12,14,83,211,21,0,129,1,10.83,2,1
South Lanarkshire,Lanarkshire,84,65,14,12,128,0,20,9,119,3,13.32,2,1
South Lanarkshire,Lanarkshire,84,54,16,11,86,0,17,3,113,1,9.68,2,1
South Lanarkshire,Lanarkshire,73,60,18,15,115,42,22,4,112,1,16.88,2,1
South Lanarkshire,Lanarkshire,91,59,10,9,68,0,19,0,95,3,14.33,3,1
South Lanarkshire,Lanarkshire,84,80,15,13,76,0,21,10,99,2,9.21,2,1
South Lanarkshire,Lanarkshire,79,170,15,13,104,139,20,4,120,0,12.3,2,1
South Lanarkshire,Lanarkshire,93,65,16,12,104,49,21,0,120,1,7.21,2,1
South Lanarkshire,Lanarkshire,88,256,20,20,114,65,25,9,129,2,10.79,2,1
South Lanarkshire,Lanarkshire,82,13,14,10,105,0,20,0,92,0,8.79,3,1
South Lanarkshire,Lanarkshire,87,163,13,13,130,94,23,0,127,1,11.59,3,1
South Lanarkshire,Lanarkshire,87,45,14,9,95,0,20,5,113,1,10.32,3,1
South Lanarkshire,Lanarkshire,83,66,12,11,114,187,19,8,124,0,8.84,3,1
South Lanarkshire,Lanarkshire,88,81,10,7,98,0,18,7,111,0,4.74,3,1
South Lanarkshire,Lanarkshire,89,47,8,10,93,0,21,5,116,1,8.91,3,1
South Lanarkshire,Lanarkshire,92,13,2,4,76,0,16,0,81,0,2.23,5,1
South Lanarkshire,Lanarkshire,92,68,9,10,95,54,19,13,103,1,12.24,3,1
South Lanarkshire,Lanarkshire,92,96,12,11,69,68,21,10,91,4,10.99,3,1
South Lanarkshire,Lanarkshire,96,15,2,4,51,0,15,13,84,1,3.33,5,1
South Lanarkshire,Lanarkshire,93,78,17,14,72,0,23,5,86,2,12.06,2,1
South Lanarkshire,Lanarkshire,92,38,7,7,87,0,16,6,73,1,7.81,4,1
South Lanarkshire,Lanarkshire,87,55,9,10,80,0,17,0,97,1,12.75,3,1
South Lanarkshire,Lanarkshire,91,77,13,11,83,0,18,8,93,2,4.8,3,1
South Lanarkshire,Lanarkshire,95,37,4,3,67,0,13,0,64,2,5.19,5,1
South Lanarkshire,Lanarkshire,91,221,8,8,70,39,19,4,126,3,9.47,3,1
South Lanarkshire,Lanarkshire,89,95,9,7,88,36,16,5,113,4,10.23,4,1
South Lanarkshire,Lanarkshire,96,6,4,4,53,0,15,0,89,2,5.56,4,1
South Lanarkshire,Lanarkshire,94,33,9,9,75,0,19,19,86,2,6.14,4,1
South Lanarkshire,Lanarkshire,83,553,17,18,117,214,23,0,165,2,6.56,2,1
South Lanarkshire,Lanarkshire,87,52,12,12,102,0,19,0,97,1,7.13,3,1
South Lanarkshire,Lanarkshire,85,76,7,6,79,0,17,13,94,0,4.49,4,1
South Lanarkshire,Lanarkshire,81,85,9,10,119,79,19,4,107,0,12.2,3,1
South Lanarkshire,Lanarkshire,79,82,17,16,92,48,21,0,114,1,9.75,2,1
South Lanarkshire,Lanarkshire,93,63,11,10,87,68,20,3,106,1,11.39,3,1
South Lanarkshire,Lanarkshire,90,49,13,9,87,80,20,0,108,1,11.16,3,1
South Lanarkshire,Lanarkshire,85,102,11,10,84,85,17,10,96,0,6.65,3,1
South Lanarkshire,Lanarkshire,95,32,4,3,73,0,16,8,83,0,2.17,4,1
South Lanarkshire,Lanarkshire,94,8,2,4,38,0,12,8,69,0,1.54,5,1
South Lanarkshire,Lanarkshire,94,45,2,3,74,0,13,4,75,0,2.15,5,1
South Lanarkshire,Lanarkshire,98,12,3,4,43,0,13,0,80,0,1.01,4,1
South Lanarkshire,Lanarkshire,81,155,16,13,124,74,20,3,122,1,15.61,2,1
South Lanarkshire,Lanarkshire,92,124,5,5,65,37,14,4,90,1,2.26,4,1
South Lanarkshire,Lanarkshire,95,28,3,2,35,0,14,0,86,0,1.9,5,1
South Lanarkshire,Lanarkshire,95,38,3,3,164,0,12,6,84,2,2.35,4,1
South Lanarkshire,Lanarkshire,93,27,2,4,38,0,13,0,72,0,3.14,5,1
South Lanarkshire,Lanarkshire,96,59,1,2,40,155,13,20,66,0,1.55,5,1
South Lanarkshire,Lanarkshire,91,263,2,5,71,0,15,0,85,0,4.85,4,1
South Lanarkshire,Lanarkshire,97,45,2,3,39,0,15,0,53,1,9,5,1
South Lanarkshire,Lanarkshire,93,11,2,3,85,0,13,0,81,1,3.24,5,1
South Lanarkshire,Lanarkshire,96,0,1,1,19,0,7,7,59,1,2.52,5,1
South Lanarkshire,Lanarkshire,88,47,3,5,60,0,12,6,66,1,3.28,4,0
South Lanarkshire,Lanarkshire,90,20,4,6,64,0,14,0,73,1,5.26,4,1
South Lanarkshire,Lanarkshire,92,20,2,3,77,0,15,20,80,0,9.69,5,1
South Lanarkshire,Lanarkshire,89,5,5,4,221,0,12,2,88,0,5.45,4,1
South Lanarkshire,Lanarkshire,89,60,13,14,49,71,20,12,116,2,13.39,2,1
South Lanarkshire,Lanarkshire,82,37,14,11,84,0,20,12,97,1,10.58,2,1
South Lanarkshire,Lanarkshire,81,81,13,10,87,0,21,4,100,0,12.75,3,1
South Lanarkshire,Lanarkshire,89,16,5,6,38,0,17,0,110,1,7.17,4,1
South Lanarkshire,Lanarkshire,83,26,12,10,109,59,20,0,112,0,6.98,3,1
South Lanarkshire,Lanarkshire,93,19,3,4,31,0,14,5,69,1,2.69,5,1
South Lanarkshire,Lanarkshire,93,83,2,3,80,117,13,6,87,0,2.31,5,1
South Lanarkshire,Lanarkshire,94,0,3,2,30,0,12,0,70,0,1.97,5,1
South Lanarkshire,Lanarkshire,94,25,3,4,30,38,12,0,93,0,4.04,5,1
South Lanarkshire,Lanarkshire,90,42,9,7,253,0,25,5,129,1,6.82,3,1
South Lanarkshire,Lanarkshire,84,48,9,7,21,0,16,3,100,2,3.48,4,1
South Lanarkshire,Lanarkshire,75,51,18,12,103,62,21,0,151,3,14.4,2,1
South Lanarkshire,Lanarkshire,78,47,17,16,73,44,24,4,118,0,7.12,2,1
South Lanarkshire,Lanarkshire,81,263,19,16,116,45,24,20,154,2,11.19,2,1
South Lanarkshire,Lanarkshire,75,134,13,12,97,163,22,8,150,0,8.98,2,1
South Lanarkshire,Lanarkshire,79,48,19,14,163,0,21,0,133,0,18.25,2,1
South Lanarkshire,Lanarkshire,77,139,20,16,108,38,20,0,155,0,11.54,2,1
South Lanarkshire,Lanarkshire,88,85,12,10,129,118,20,3,117,0,7.22,3,1
South Lanarkshire,Lanarkshire,78,63,18,17,159,51,27,7,117,1,11.75,2,1
South Lanarkshire,Lanarkshire,86,76,15,13,125,0,20,0,164,0,11.65,2,1
South Lanarkshire,Lanarkshire,85,133,14,12,111,0,23,0,133,0,12.26,2,1
South Lanarkshire,Lanarkshire,72,105,16,13,118,149,21,6,139,3,10.71,2,1
South Lanarkshire,Lanarkshire,78,215,17,16,125,37,24,8,151,1,12,2,1
South Lanarkshire,Lanarkshire,86,55,13,9,144,0,21,4,135,0,6.72,3,1
South Lanarkshire,Lanarkshire,84,55,14,12,36,0,19,0,93,2,13.92,2,1
South Lanarkshire,Lanarkshire,84,122,14,12,136,0,21,4,125,1,11.36,2,1
South Lanarkshire,Lanarkshire,86,198,14,9,129,36,19,9,125,3,9.15,2,1
South Lanarkshire,Lanarkshire,83,18,5,4,241,0,19,0,80,1,4.3,4,1
South Lanarkshire,Lanarkshire,84,8,10,9,91,0,18,2,102,0,9.87,3,1
South Lanarkshire,Lanarkshire,87,44,8,7,77,78,18,8,96,1,8.81,4,1
South Lanarkshire,Lanarkshire,86,118,11,13,70,61,22,3,121,1,9.38,3,1
South Lanarkshire,Lanarkshire,85,45,14,9,89,0,19,4,114,0,11.05,3,1
South Lanarkshire,Lanarkshire,83,142,15,13,97,35,22,4,130,1,8.49,2,1
