council_area,health_board,pct_school_attend,alcohol,pct_income_deprived,pct_employment_deprived,mortality,drugs,pct_depress,pct_low_bw,hosp_emerg,pct_no_heating,pct_overcrowded,simd_2016_quintile,urban
City of Edinburgh,Lothian,68,161,18,16,131,416,18,2,112,2,12.16,2,1
City of Edinburgh,Lothian,86,145,15,11,72,163,18,3,108,1,18.65,2,1
City of Edinburgh,Lothian,72,90,15,11,85,0,14,3,102,2,16.45,2,1
City of Edinburgh,Lothian,68,61,20,14,115,383,16,7,103,2,17.73,2,1
City of Edinburgh,Lothian,77,106,15,12,117,113,18,3,127,3,21.7,2,1
City of Edinburgh,Lothian,89,31,6,2,137,0,14,0,77,1,4.64,5,1
City of Edinburgh,Lothian,94,19,2,3,74,0,10,5,66,1,6.84,5,1
City of Edinburgh,Lothian,95,101,6,3,68,0,13,0,66,0,2.56,5,1
City of Edinburgh,Lothian,93,21,3,3,66,0,10,0,63,1,5.4,5,1
City of Edinburgh,Lothian,92,175,4,5,56,247,11,0,65,1,7.93,5,1
City of Edinburgh,Lothian,84,64,8,8,98,30,13,0,87,2,13.95,3,1
City of Edinburgh,Lothian,98,12,1,2,50,0,13,0,62,1,2.58,5,1
City of Edinburgh,Lothian,94,91,3,3,47,162,13,2,69,2,7.39,5,1
City of Edinburgh,Lothian,84,162,22,19,154,230,25,3,120,1,20.31,2,1
City of Edinburgh,Lothian,83,148,17,13,121,624,18,8,111,1,21.24,2,1
City of Edinburgh,Lothian,91,43,4,3,62,41,15,0,65,1,4.55,5,1
City of Edinburgh,Lothian,80,87,6,5,68,32,12,4,58,2,22.78,4,1
City of Edinburgh,Lothian,79,104,3,4,50,55,11,3,53,1,13.17,5,1
City of Edinburgh,Lothian,90,89,6,5,90,105,10,0,52,4,14.81,5,1
City of Edinburgh,Lothian,89,69,1,1,66,109,8,0,51,2,34.84,5,1
City of Edinburgh,Lothian,83,79,2,2,84,57,7,3,66,3,20.29,5,1
City of Edinburgh,Lothian,85,61,9,7,127,55,14,0,61,7,29.17,4,1
City of Edinburgh,Lothian,85,33,3,4,83,92,9,7,42,2,14.72,5,1
City of Edinburgh,Lothian,96,0,3,2,67,29,8,6,43,5,18.52,5,1
City of Edinburgh,Lothian,98,13,2,3,50,38,11,0,64,1,7.34,5,1
City of Edinburgh,Lothian,96,22,4,2,54,0,12,0,67,0,3.18,5,1
City of Edinburgh,Lothian,96,7,3,2,126,0,13,9,53,1,5.95,5,1
City of Edinburgh,Lothian,93,22,5,3,134,77,17,0,57,2,5.11,5,1
City of Edinburgh,Lothian,95,7,3,2,70,0,10,5,82,2,10.38,5,1
City of Edinburgh,Lothian,95,13,2,2,67,17,9,4,35,7,19.44,5,1
City of Edinburgh,Lothian,89,169,8,6,98,26,11,3,64,4,25.67,4,1
City of Edinburgh,Lothian,90,55,3,3,85,64,13,12,50,3,16.67,5,1
City of Edinburgh,Lothian,93,41,3,4,71,61,12,0,72,4,27.62,5,1
City of Edinburgh,Lothian,93,86,2,3,99,27,11,11,64,4,24.11,5,1
City of Edinburgh,Lothian,85,18,1,1,101,0,7,0,39,3,36.83,5,1
City of Edinburgh,Lothian,90,15,1,0,68,0,8,0,50,1,28.35,5,1
City of Edinburgh,Lothian,87,26,1,1,21,62,8,0,38,2,31.94,5,1
City of Edinburgh,Lothian,91,23,3,2,100,0,8,0,53,2,24.62,5,1
City of Edinburgh,Lothian,87,23,1,1,74,26,10,6,34,2,25.52,5,1
City of Edinburgh,Lothian,96,24,1,1,66,59,8,0,33,3,23.77,5,1
City of Edinburgh,Lothian,95,10,1,1,45,0,10,0,50,3,15.67,5,1
City of Edinburgh,Lothian,95,12,1,1,33,27,9,0,49,1,23.59,5,1
City of Edinburgh,Lothian,97,24,5,3,106,0,12,0,53,1,6,5,1
City of Edinburgh,Lothian,99,114,3,4,84,0,12,0,44,1,2.65,5,1
City of Edinburgh,Lothian,94,27,2,3,59,56,9,0,40,1,6.86,5,1
City of Edinburgh,Lothian,94,47,0,1,114,42,13,0,47,1,2.16,5,1
City of Edinburgh,Lothian,96,23,4,4,102,33,12,0,64,2,12.39,5,1
City of Edinburgh,Lothian,98,17,5,5,93,0,12,0,55,3,12.43,5,1
City of Edinburgh,Lothian,96,64,2,2,61,66,11,5,49,4,13.49,5,1
City of Edinburgh,Lothian,93,52,5,6,89,106,11,6,55,6,20.48,5,1
City of Edinburgh,Lothian,89,124,7,12,161,21,10,5,95,5,14.21,3,1
City of Edinburgh,Lothian,93,67,4,5,63,36,14,0,68,2,4.31,5,1
City of Edinburgh,Lothian,95,83,2,2,67,0,9,10,55,3,11.97,5,1
City of Edinburgh,Lothian,90,6,3,3,100,0,12,3,47,1,8.13,5,1
City of Edinburgh,Lothian,96,6,2,1,74,33,11,0,58,2,13.47,5,1
City of Edinburgh,Lothian,92,21,3,2,67,0,12,2,56,3,13.11,5,1
City of Edinburgh,Lothian,92,45,9,3,109,0,15,3,81,2,20.43,4,1
City of Edinburgh,Lothian,91,149,5,5,72,201,12,7,60,5,16.51,5,1
City of Edinburgh,Lothian,92,27,2,2,39,0,11,4,46,2,17.4,5,1
City of Edinburgh,Lothian,100,26,1,1,66,0,9,2,41,3,23.27,5,1
City of Edinburgh,Lothian,94,28,2,2,44,21,9,0,50,3,17.17,5,1
City of Edinburgh,Lothian,95,21,4,3,62,0,9,0,39,4,13.68,5,1
City of Edinburgh,Lothian,92,35,8,5,59,0,12,9,63,5,19.51,4,1
City of Edinburgh,Lothian,88,7,5,2,71,0,8,0,57,2,20.73,5,1
City of Edinburgh,Lothian,91,65,4,3,54,65,10,6,48,8,18.72,5,1
City of Edinburgh,Lothian,90,70,5,4,37,0,12,6,48,8,16.81,5,1
City of Edinburgh,Lothian,86,95,6,7,112,123,12,12,66,6,24.26,4,1
City of Edinburgh,Lothian,88,84,8,7,163,34,18,11,65,10,35.43,4,1
City of Edinburgh,Lothian,86,53,7,8,102,103,16,2,66,11,39.81,3,1
City of Edinburgh,Lothian,70,150,7,7,100,200,13,8,75,10,41.4,3,1
City of Edinburgh,Lothian,94,134,15,17,101,172,20,6,69,11,45.5,2,1
City of Edinburgh,Lothian,75,95,14,10,102,93,15,4,81,9,37.57,2,1
City of Edinburgh,Lothian,88,86,9,12,130,63,16,2,72,10,38.53,2,1
City of Edinburgh,Lothian,76,69,8,8,119,20,12,13,66,6,28.27,3,1
City of Edinburgh,Lothian,74,121,17,18,133,262,19,5,107,10,48.14,2,1
City of Edinburgh,Lothian,75,54,10,11,109,122,15,0,78,6,11.75,3,1
City of Edinburgh,Lothian,86,113,10,10,85,145,14,0,81,8,27.11,3,1
City of Edinburgh,Lothian,81,187,10,9,77,183,16,3,94,5,32.61,3,1
City of Edinburgh,Lothian,73,70,3,3,68,38,10,0,60,3,29.38,4,1
City of Edinburgh,Lothian,77,79,8,7,77,81,13,8,64,10,34.88,3,1
City of Edinburgh,Lothian,84,72,8,9,199,94,15,0,69,6,29.49,3,1
City of Edinburgh,Lothian,86,203,11,10,85,379,15,5,99,9,35.22,3,1
City of Edinburgh,Lothian,69,65,7,7,102,76,14,0,60,9,23.4,4,1
City of Edinburgh,Lothian,75,102,8,7,75,126,12,2,63,8,32.2,4,1
City of Edinburgh,Lothian,86,18,2,2,118,21,9,0,43,5,33.51,5,1
City of Edinburgh,Lothian,79,43,5,4,49,121,12,3,51,3,22.34,5,1
City of Edinburgh,Lothian,88,18,4,4,75,59,9,0,45,10,32.5,5,1
City of Edinburgh,Lothian,77,39,1,1,75,0,8,10,50,1,34.78,5,1
City of Edinburgh,Lothian,87,64,3,2,76,0,11,6,43,4,34.35,5,1
City of Edinburgh,Lothian,73,97,5,4,126,55,12,5,54,7,32.76,5,1
City of Edinburgh,Lothian,91,31,4,3,94,57,12,8,47,6,29.88,5,1
City of Edinburgh,Lothian,80,90,6,6,125,16,12,2,64,7,38.16,3,1
City of Edinburgh,Lothian,61,91,6,6,111,127,12,3,61,10,36.22,3,1
City of Edinburgh,Lothian,75,292,10,12,61,251,15,5,89,10,38.3,2,1
City of Edinburgh,Lothian,85,283,7,7,78,297,9,8,108,4,16.52,3,1
City of Edinburgh,Lothian,87,162,8,9,119,242,11,0,87,10,35.02,2,1
City of Edinburgh,Lothian,76,385,7,7,206,251,10,3,82,7,35.09,3,1
City of Edinburgh,Lothian,88,195,17,19,105,537,14,4,100,5,41.96,2,1
City of Edinburgh,Lothian,72,80,8,8,67,231,14,0,67,9,36.68,3,1
City of Edinburgh,Lothian,57,64,11,8,109,0,14,3,77,2,36.25,2,1
City of Edinburgh,Lothian,76,82,8,9,81,24,13,0,71,6,33.21,3,1
City of Edinburgh,Lothian,68,168,15,13,149,398,16,0,86,6,30.63,2,1
City of Edinburgh,Lothian,74,249,20,19,110,265,19,0,85,7,23.94,1,1
City of Edinburgh,Lothian,62,260,16,15,93,248,19,3,114,6,20.21,2,1
City of Edinburgh,Lothian,70,89,19,17,127,200,19,2,114,8,23.87,2,1
City of Edinburgh,Lothian,54,67,7,7,120,66,10,6,58,11,32.1,3,1
City of Edinburgh,Lothian,76,20,10,8,50,18,15,4,50,10,22.43,3,1
City of Edinburgh,Lothian,82,94,7,6,67,39,12,6,80,10,24.07,3,1
City of Edinburgh,Lothian,73,105,7,6,62,89,13,5,60,8,19.49,4,1
City of Edinburgh,Lothian,83,90,10,10,92,14,13,1,60,10,25.52,3,1
City of Edinburgh,Lothian,76,98,7,8,28,127,16,2,60,7,25.36,4,1
City of Edinburgh,Lothian,89,105,6,6,62,144,16,0,84,1,7.8,4,1
City of Edinburgh,Lothian,85,87,5,5,60,34,10,2,70,7,18.8,4,1
City of Edinburgh,Lothian,85,35,7,6,116,0,11,4,81,3,11.81,4,1
City of Edinburgh,Lothian,82,21,4,3,67,87,9,0,47,3,6.07,5,1
City of Edinburgh,Lothian,91,4,4,4,51,0,13,2,63,2,5.59,5,1
City of Edinburgh,Lothian,84,27,9,5,65,0,13,0,77,0,5.49,4,1
City of Edinburgh,Lothian,69,98,15,13,114,382,16,0,89,4,14.81,2,1
City of Edinburgh,Lothian,92,71,2,3,79,137,11,0,62,3,5.27,5,1
City of Edinburgh,Lothian,73,197,20,19,132,109,19,5,209,1,22.47,1,1
City of Edinburgh,Lothian,72,62,17,11,96,0,13,7,67,3,36.47,2,1
City of Edinburgh,Lothian,65,136,35,25,221,456,21,7,150,2,19.25,1,1
City of Edinburgh,Lothian,77,55,20,17,557,97,20,0,126,1,17.43,1,1
City of Edinburgh,Lothian,66,157,33,21,157,200,19,6,136,0,15.59,1,1
City of Edinburgh,Lothian,61,359,9,8,169,637,17,3,157,0,22.53,2,1
City of Edinburgh,Lothian,62,322,40,31,206,490,21,7,164,1,19.14,1,1
City of Edinburgh,Lothian,61,600,30,32,237,818,26,3,157,5,15.95,1,1
City of Edinburgh,Lothian,66,70,24,21,190,143,18,4,135,2,22.8,1,1
City of Edinburgh,Lothian,63,175,73,53,232,104,20,6,140,1,26.92,1,1
City of Edinburgh,Lothian,65,206,34,22,136,82,22,0,127,2,18.27,1,1
City of Edinburgh,Lothian,58,362,34,36,174,616,30,8,152,1,20.91,1,1
City of Edinburgh,Lothian,58,108,41,31,159,356,27,2,122,3,20,1,1
City of Edinburgh,Lothian,68,260,21,23,101,234,18,4,119,4,15.88,1,1
City of Edinburgh,Lothian,60,100,21,18,116,241,23,16,120,3,17.17,1,1
City of Edinburgh,Lothian,71,57,24,18,81,60,24,6,94,1,14.13,1,1
City of Edinburgh,Lothian,78,60,11,7,34,61,16,8,68,1,7.95,3,1
City of Edinburgh,Lothian,65,81,8,6,59,0,15,15,95,4,13.92,4,1
City of Edinburgh,Lothian,70,61,11,6,86,53,15,7,94,2,11.07,3,1
City of Edinburgh,Lothian,66,137,12,12,141,107,14,6,114,4,16.73,2,1
City of Edinburgh,Lothian,85,34,3,3,56,66,13,0,65,1,5.44,4,1
City of Edinburgh,Lothian,88,83,7,7,74,37,16,5,89,2,4.73,4,1
City of Edinburgh,Lothian,83,53,2,4,59,40,12,5,55,1,7.36,5,1
City of Edinburgh,Lothian,91,49,5,4,108,32,15,0,83,1,5.67,5,1
City of Edinburgh,Lothian,89,133,6,7,77,41,14,4,89,3,8.81,4,1
City of Edinburgh,Lothian,89,31,0,1,89,0,9,0,60,1,1.39,5,1
City of Edinburgh,Lothian,92,27,5,5,141,56,15,3,70,4,6.87,5,1
City of Edinburgh,Lothian,70,99,18,14,100,99,15,0,99,3,19.02,2,1
City of Edinburgh,Lothian,92,34,3,2,102,0,12,0,64,3,7.84,5,1
City of Edinburgh,Lothian,82,108,13,9,73,50,15,6,74,9,18.89,3,1
City of Edinburgh,Lothian,79,66,14,11,105,0,22,8,94,3,16.28,2,1
City of Edinburgh,Lothian,68,102,18,17,109,206,15,3,97,6,27.21,2,1
City of Edinburgh,Lothian,76,74,8,9,92,27,20,5,78,10,24.97,3,1
City of Edinburgh,Lothian,85,57,7,8,64,50,16,7,73,1,8.16,4,1
City of Edinburgh,Lothian,91,34,2,3,67,34,11,13,66,0,3.61,5,1
City of Edinburgh,Lothian,85,39,7,6,92,47,12,4,80,1,5.99,4,1
City of Edinburgh,Lothian,90,23,2,3,49,44,13,4,72,1,6.74,5,1
City of Edinburgh,Lothian,92,6,3,2,97,0,11,0,54,0,3.71,5,1
City of Edinburgh,Lothian,75,8,8,7,48,0,17,11,68,1,11.45,4,1
City of Edinburgh,Lothian,81,42,3,3,46,0,11,7,71,3,6.87,5,1
City of Edinburgh,Lothian,94,40,3,3,74,37,12,0,59,1,7.97,5,1
City of Edinburgh,Lothian,95,67,10,8,73,127,19,0,115,3,5.58,3,1
City of Edinburgh,Lothian,62,196,17,10,95,132,15,0,124,4,16.74,2,1
City of Edinburgh,Lothian,79,205,13,9,87,324,18,0,97,1,15.31,3,1
City of Edinburgh,Lothian,80,10,5,5,110,0,12,0,56,3,8.8,4,1
City of Edinburgh,Lothian,65,221,22,18,96,331,19,6,117,5,20.62,1,1
City of Edinburgh,Lothian,87,28,4,4,71,0,14,0,62,0,5.39,5,1
City of Edinburgh,Lothian,88,43,4,2,43,0,11,0,72,1,4.8,5,1
City of Edinburgh,Lothian,76,57,5,4,66,0,14,0,66,0,6.92,4,1
City of Edinburgh,Lothian,85,19,3,5,59,175,14,0,65,1,4.84,5,1
City of Edinburgh,Lothian,80,40,19,15,105,221,19,5,102,1,9.81,2,1
City of Edinburgh,Lothian,61,167,33,28,125,348,28,4,140,2,14.99,1,1
City of Edinburgh,Lothian,76,251,24,20,123,185,18,6,110,1,20.52,1,1
City of Edinburgh,Lothian,75,170,11,11,166,178,15,3,89,2,10.34,2,1
City of Edinburgh,Lothian,71,227,18,15,123,276,16,3,108,5,23.17,2,1
City of Edinburgh,Lothian,72,167,22,21,85,397,22,9,123,2,22.88,1,1
City of Edinburgh,Lothian,66,542,41,36,476,564,29,5,189,1,23.04,1,1
City of Edinburgh,Lothian,72,226,26,22,131,601,24,2,153,0,19.08,1,1
City of Edinburgh,Lothian,65,220,28,26,153,283,24,7,143,1,23.4,1,1
City of Edinburgh,Lothian,70,259,33,32,170,702,26,8,144,2,18.6,1,1
City of Edinburgh,Lothian,80,259,7,8,137,26,14,16,97,0,21.45,3,1
City of Edinburgh,Lothian,88,172,5,5,87,50,15,5,98,5,12.5,4,1
City of Edinburgh,Lothian,87,176,4,3,67,25,11,2,71,3,11.03,5,1
City of Edinburgh,Lothian,86,62,8,7,102,76,15,0,78,1,9.24,4,1
City of Edinburgh,Lothian,89,232,6,9,95,136,14,0,108,4,11.06,4,1
City of Edinburgh,Lothian,88,84,8,8,102,0,16,3,72,2,7.9,4,1
City of Edinburgh,Lothian,86,48,12,10,54,0,16,0,81,3,16.05,3,1
City of Edinburgh,Lothian,75,132,8,11,273,109,18,0,98,4,23.27,3,1
City of Edinburgh,Lothian,84,40,12,9,40,0,11,5,60,1,27.93,3,1
City of Edinburgh,Lothian,76,32,9,6,9,19,8,2,49,2,34.04,3,1
City of Edinburgh,Lothian,80,71,9,8,92,194,9,3,82,1,14.27,3,1
City of Edinburgh,Lothian,91,69,7,5,85,154,15,0,94,4,12.65,4,1
City of Edinburgh,Lothian,70,134,12,13,147,224,17,6,109,7,24.44,2,1
City of Edinburgh,Lothian,76,81,18,20,199,293,23,5,107,5,24.08,1,1
City of Edinburgh,Lothian,86,111,11,12,76,258,14,7,73,5,14.65,3,1
City of Edinburgh,Lothian,74,248,23,23,171,293,23,9,122,10,28.91,1,1
City of Edinburgh,Lothian,63,268,25,27,147,421,23,5,149,8,20.69,1,1
City of Edinburgh,Lothian,74,115,10,10,104,80,15,1,81,5,23.3,3,1
City of Edinburgh,Lothian,69,12,3,4,51,0,10,2,47,1,13.09,5,1
City of Edinburgh,Lothian,76,143,10,10,79,108,11,3,69,3,21.96,3,1
City of Edinburgh,Lothian,76,342,12,11,160,215,17,2,114,4,30.98,2,1
City of Edinburgh,Lothian,77,123,14,12,135,316,17,6,92,3,21.9,2,1
City of Edinburgh,Lothian,88,31,9,8,48,34,9,7,37,7,20.14,4,1
City of Edinburgh,Lothian,67,54,5,6,166,114,17,0,66,4,20.59,4,1
City of Edinburgh,Lothian,71,162,27,23,159,266,22,7,129,4,22.38,1,1
City of Edinburgh,Lothian,69,231,10,11,90,372,17,7,98,10,25.39,2,1
City of Edinburgh,Lothian,66,349,37,49,244,872,25,0,140,7,23.26,1,1
City of Edinburgh,Lothian,73,66,8,6,162,21,11,2,80,7,34.64,3,1
City of Edinburgh,Lothian,70,210,26,18,118,488,22,0,126,5,23.09,1,1
City of Edinburgh,Lothian,79,184,19,18,178,208,20,0,100,6,23.24,1,1
City of Edinburgh,Lothian,71,45,12,6,63,220,11,2,68,4,26.57,3,1
City of Edinburgh,Lothian,81,81,15,13,165,146,18,0,111,6,20.54,2,1
City of Edinburgh,Lothian,72,209,18,18,97,379,15,7,117,9,39.58,1,1
City of Edinburgh,Lothian,79,124,17,12,133,466,20,0,137,3,22.52,2,1
City of Edinburgh,Lothian,80,73,7,7,117,118,13,3,70,10,28.25,4,1
City of Edinburgh,Lothian,80,451,11,10,155,254,15,8,118,10,29.81,2,1
City of Edinburgh,Lothian,88,129,10,8,120,53,13,4,90,10,27.88,3,1
City of Edinburgh,Lothian,87,63,12,11,111,108,13,1,70,9,26.05,3,1
City of Edinburgh,Lothian,67,97,9,6,206,23,9,3,81,0,49.92,3,1
City of Edinburgh,Lothian,72,84,7,7,69,69,11,1,60,11,47.34,4,1
City of Edinburgh,Lothian,60,65,8,8,100,50,12,5,77,10,28.63,3,1
City of Edinburgh,Lothian,75,221,12,10,159,116,13,5,112,10,37.16,3,1
City of Edinburgh,Lothian,68,443,14,14,131,184,14,2,128,9,35.08,2,1
City of Edinburgh,Lothian,83,183,14,12,240,184,23,4,90,11,42.99,2,1
City of Edinburgh,Lothian,78,234,5,5,69,54,10,2,78,10,17.34,4,1
City of Edinburgh,Lothian,83,54,6,6,90,75,11,7,51,6,23.95,4,1
City of Edinburgh,Lothian,80,97,10,9,138,64,15,2,76,10,24.49,3,1
City of Edinburgh,Lothian,77,114,11,11,87,159,16,6,89,6,15.23,3,1
City of Edinburgh,Lothian,52,23,3,5,22,134,9,0,50,5,13.99,4,1
City of Edinburgh,Lothian,81,13,3,2,100,0,9,5,36,4,11.19,5,1
City of Edinburgh,Lothian,94,16,2,3,48,20,8,3,60,5,18.7,5,1
City of Edinburgh,Lothian,84,40,4,3,87,0,13,3,55,7,20.17,5,1
City of Edinburgh,Lothian,82,155,15,16,88,362,16,3,110,5,23.46,2,1
City of Edinburgh,Lothian,79,104,9,9,62,273,13,0,71,5,19.86,3,1
City of Edinburgh,Lothian,71,137,13,12,92,71,14,13,74,7,30.51,2,1
City of Edinburgh,Lothian,76,232,8,10,72,182,14,0,88,5,25.24,3,1
City of Edinburgh,Lothian,83,138,13,13,147,112,15,2,106,5,24.48,2,1
City of Edinburgh,Lothian,79,70,4,5,82,0,12,7,67,2,20.65,5,1
City of Edinburgh,Lothian,90,50,5,5,230,0,18,4,79,5,8.09,4,1
City of Edinburgh,Lothian,80,267,18,18,111,196,17,0,115,5,23.36,2,1
City of Edinburgh,Lothian,89,42,6,3,106,38,12,2,61,2,13.06,5,1
City of Edinburgh,Lothian,93,0,4,4,33,42,11,0,55,2,5.23,5,1
City of Edinburgh,Lothian,87,14,4,3,85,0,14,8,64,0,6.71,5,1
City of Edinburgh,Lothian,88,34,4,2,90,27,13,3,60,3,7.08,5,1
City of Edinburgh,Lothian,95,15,3,2,85,210,14,0,66,3,4.43,5,1
City of Edinburgh,Lothian,95,193,8,11,116,94,17,0,86,6,21.85,3,1
City of Edinburgh,Lothian,100,27,2,2,91,0,12,0,54,2,1.15,5,1
City of Edinburgh,Lothian,92,23,4,4,77,0,12,4,68,3,12.59,5,1
City of Edinburgh,Lothian,90,57,5,4,80,131,13,4,58,2,6.01,5,1
City of Edinburgh,Lothian,90,46,2,5,53,37,10,0,66,2,4.5,5,1
City of Edinburgh,Lothian,92,18,3,4,56,0,13,0,53,0,2.71,5,1
City of Edinburgh,Lothian,88,89,2,3,94,254,12,5,81,1,4.59,5,1
City of Edinburgh,Lothian,93,138,4,3,85,71,12,0,77,3,5.18,5,1
City of Edinburgh,Lothian,95,37,2,3,103,25,15,4,60,2,5.01,5,1
City of Edinburgh,Lothian,89,22,6,6,70,36,14,8,66,2,5.66,4,1
City of Edinburgh,Lothian,75,263,12,14,132,328,18,4,107,4,20.74,2,1
City of Edinburgh,Lothian,87,94,7,7,84,72,11,1,62,10,27.98,4,1
City of Edinburgh,Lothian,74,108,4,5,66,17,13,7,54,7,20.52,4,1
City of Edinburgh,Lothian,84,71,4,6,61,51,9,5,60,6,15.23,5,1
City of Edinburgh,Lothian,87,52,2,2,73,0,11,6,64,4,15.28,5,1
City of Edinburgh,Lothian,89,40,1,2,52,0,10,0,65,4,13.03,5,1
City of Edinburgh,Lothian,84,61,4,2,31,66,8,0,62,1,14.63,5,1
City of Edinburgh,Lothian,89,91,6,6,48,85,12,2,64,5,20.09,4,1
City of Edinburgh,Lothian,72,58,5,4,65,0,9,13,67,1,20.14,5,1
City of Edinburgh,Lothian,86,68,2,1,47,0,8,2,65,1,14.22,5,1
City of Edinburgh,Lothian,87,94,6,6,102,83,11,3,63,2,12.89,4,1
City of Edinburgh,Lothian,79,32,2,2,27,0,6,0,37,2,13.44,5,1
City of Edinburgh,Lothian,81,42,4,6,51,85,14,0,49,3,10.46,4,1
City of Edinburgh,Lothian,94,63,1,2,42,0,8,0,42,5,15.68,5,1
City of Edinburgh,Lothian,90,32,1,2,50,0,9,0,43,3,8.8,5,1
City of Edinburgh,Lothian,87,173,11,10,75,384,13,5,83,4,25.76,3,1
City of Edinburgh,Lothian,86,80,2,3,42,79,9,0,53,1,6.65,5,1
City of Edinburgh,Lothian,90,112,2,2,64,32,12,0,49,8,14.12,5,1
City of Edinburgh,Lothian,78,15,1,1,62,0,7,5,41,4,12.78,5,1
City of Edinburgh,Lothian,87,45,2,3,65,17,10,3,52,5,11.08,5,1
City of Edinburgh,Lothian,84,25,4,3,148,0,13,0,39,9,17.62,5,1
City of Edinburgh,Lothian,92,38,3,3,30,0,12,2,62,4,10.34,5,1
City of Edinburgh,Lothian,88,0,3,2,62,36,12,3,43,4,6.7,5,1
City of Edinburgh,Lothian,84,38,6,3,72,0,14,0,80,6,16.23,5,1
City of Edinburgh,Lothian,86,90,7,5,100,0,13,6,78,5,15.42,4,1
City of Edinburgh,Lothian,94,11,1,1,40,0,11,0,48,2,4.74,5,1
City of Edinburgh,Lothian,87,68,4,4,42,37,12,2,64,7,17.33,5,1
City of Edinburgh,Lothian,95,50,3,3,122,0,12,3,86,4,6.96,5,1
City of Edinburgh,Lothian,93,32,2,2,59,0,6,2,61,2,5.27,5,1
City of Edinburgh,Lothian,90,27,3,2,58,0,9,0,59,5,6,5,1
City of Edinburgh,Lothian,94,34,1,2,83,0,10,0,53,4,8.27,5,1
City of Edinburgh,Lothian,95,28,1,1,35,0,8,0,40,4,3.63,5,1
City of Edinburgh,Lothian,88,23,4,5,52,42,9,13,55,6,17.22,4,1
City of Edinburgh,Lothian,95,43,4,4,60,20,11,0,57,3,9.92,5,1
City of Edinburgh,Lothian,88,39,2,2,88,0,11,0,50,5,9.78,5,1
City of Edinburgh,Lothian,83,54,2,2,76,0,8,2,57,1,13.77,5,1
City of Edinburgh,Lothian,82,27,5,4,33,0,10,2,47,1,11.28,4,1
City of Edinburgh,Lothian,92,63,1,2,43,0,9,6,61,2,4.51,5,1
City of Edinburgh,Lothian,82,43,6,3,87,0,12,7,74,1,7.43,5,1
City of Edinburgh,Lothian,75,29,6,5,94,42,12,5,73,6,19.51,4,1
City of Edinburgh,Lothian,92,54,3,3,69,58,14,0,70,1,1.7,5,1
City of Edinburgh,Lothian,95,94,3,2,73,0,11,0,62,1,2.55,5,1
City of Edinburgh,Lothian,86,149,9,9,69,34,17,6,107,1,6.95,4,1
City of Edinburgh,Lothian,87,51,9,5,80,32,13,3,65,2,4.53,4,1
City of Edinburgh,Lothian,93,15,5,6,112,47,14,0,68,0,2.86,5,1
City of Edinburgh,Lothian,82,8,3,3,110,0,14,0,61,2,4.23,5,1
City of Edinburgh,Lothian,97,14,1,1,75,0,9,3,56,1,2.66,5,1
City of Edinburgh,Lothian,83,5,1,1,135,0,15,0,51,0,2.19,5,1
City of Edinburgh,Lothian,90,52,1,2,54,56,11,0,62,1,0.14,5,1
City of Edinburgh,Lothian,98,11,1,2,77,37,9,0,66,0,2.14,5,1
City of Edinburgh,Lothian,93,26,1,2,68,0,11,3,64,1,8.08,5,1
City of Edinburgh,Lothian,92,64,3,3,65,41,10,0,69,2,3.26,5,1
City of Edinburgh,Lothian,87,98,2,3,46,0,10,0,58,0,6.93,5,1
City of Edinburgh,Lothian,82,69,2,1,58,0,10,0,59,1,11.44,5,1
City of Edinburgh,Lothian,90,26,2,4,86,0,13,0,62,1,4.47,5,1
City of Edinburgh,Lothian,94,6,2,1,71,0,14,4,56,1,3.41,5,1
City of Edinburgh,Lothian,85,56,6,4,73,60,14,0,78,1,6.59,5,1
City of Edinburgh,Lothian,96,133,2,2,68,0,9,0,61,1,0.67,5,1
City of Edinburgh,Lothian,99,58,1,1,62,40,9,0,60,0,1.5,5,1
City of Edinburgh,Lothian,99,13,2,2,144,0,13,0,60,1,3.5,5,1
City of Edinburgh,Lothian,99,0,1,1,26,0,6,0,44,0,2.3,5,1
City of Edinburgh,Lothian,97,78,1,2,74,48,8,0,64,1,5.95,5,1
City of Edinburgh,Lothian,98,5,1,3,48,0,10,11,53,1,3.91,5,1
City of Edinburgh,Lothian,70,124,26,19,123,296,20,7,121,1,22.3,1,1
City of Edinburgh,Lothian,75,105,14,12,108,213,17,2,102,3,13.82,2,1
City of Edinburgh,Lothian,82,96,16,15,104,556,16,3,116,2,14.3,2,1
City of Edinburgh,Lothian,72,78,18,15,109,25,18,0,98,5,17.39,2,1
City of Edinburgh,Lothian,80,62,17,14,128,371,20,6,102,2,12.79,2,1
City of Edinburgh,Lothian,68,90,20,16,129,49,15,3,110,3,23.58,2,1
City of Edinburgh,Lothian,73,256,25,21,163,350,18,5,133,8,23.82,1,1
City of Edinburgh,Lothian,58,245,22,23,151,401,18,5,122,3,21.4,1,1
City of Edinburgh,Lothian,70,245,31,24,126,237,20,9,154,1,33.38,1,1
City of Edinburgh,Lothian,63,119,23,17,79,673,18,9,100,2,19.48,1,1
City of Edinburgh,Lothian,69,19,15,10,63,36,17,8,106,3,10.79,2,1
City of Edinburgh,Lothian,70,12,19,10,91,56,14,0,118,5,7.14,2,1
City of Edinburgh,Lothian,76,28,2,2,356,52,9,2,72,1,23.46,5,1
City of Edinburgh,Lothian,92,36,3,4,67,0,14,0,75,1,5.81,5,1
