"data_zone"	"intermediate_zone"	"council_area"	"health_board"	"pct_school_attend"	"alcohol"	"population"	"working_population"	"pct_income_deprived"	"pct_employment_deprived"	"illness"	"mortality"	"drugs"	"pct_depress"	"pct_low_bw"	"hosp_emerg"	"noquals"	"crime"	"pct_no_heating"	"simd_2016_quintile"	"urban"
"1522"	"S01008027"	"Crosshouse, Gatehead and Kilmaurs Rural"	"East Ayrshire"	"Ayrshire and Arran"	79	558	549	322	16	11	100	255	56	14	3	153	159	1240	0	2	0
"1523"	"S01008028"	"Crosshouse, Gatehead and Kilmaurs Rural"	"East Ayrshire"	"Ayrshire and Arran"	85	112	611	421	7	6	60	106	123	12	7	120	106	82	1	3	0
"1524"	"S01008029"	"Crosshouse, Gatehead and Kilmaurs Rural"	"East Ayrshire"	"Ayrshire and Arran"	87	43	1082	697	8	7	80	161	30	16	11	139	90	148	3	3	0
"1525"	"S01008030"	"Kilmaurs"	"East Ayrshire"	"Ayrshire and Arran"	90	79	1022	643	14	11	110	60	322	16	3	114	67	127	1	3	0
"1526"	"S01008031"	"Kilmaurs"	"East Ayrshire"	"Ayrshire and Arran"	86	249	860	536	17	14	115	99	208	18	7	133	118	291	0	2	0
"1527"	"S01008032"	"Kilmaurs"	"East Ayrshire"	"Ayrshire and Arran"	85	5	883	561	11	12	140	87	139	19	0	129	132	79	1	3	0
"1528"	"S01008033"	"West Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	89	35	800	550	2	1	20	65	0	9	0	65	30	125	0	5	1
"1529"	"S01008034"	"West Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	24	771	554	1	1	40	59	36	11	7	74	27	NA	0	5	1
"1530"	"S01008035"	"West Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	23	589	359	7	10	90	56	0	18	0	80	41	51	1	4	1
"1531"	"S01008036"	"West Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	34	638	366	1	4	50	49	0	15	0	81	50	63	1	5	1
"1532"	"S01008037"	"East Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	83	108	1003	633	16	12	125	94	91	21	9	118	123	160	1	2	1
"1533"	"S01008038"	"East Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	81	71	770	486	15	9	115	106	116	19	4	146	112	247	1	3	1
"1534"	"S01008039"	"East Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	81	84	879	581	10	9	100	58	206	17	3	91	88	137	1	3	1
"1535"	"S01008040"	"East Clober and Mains Estate"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	17	814	464	4	4	45	72	47	13	0	60	49	148	1	5	1
"1536"	"S01008041"	"Barloch"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	63	688	354	7	8	85	74	0	17	0	85	56	189	1	4	1
"1537"	"S01008042"	"Barloch"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	16	616	342	5	4	45	69	70	14	13	55	26	260	1	5	1
"1538"	"S01008043"	"Barloch"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	30	1036	542	2	2	30	56	0	11	3	62	22	48	1	5	1
"1539"	"S01008044"	"Barloch"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	14	967	567	2	3	40	58	0	14	0	56	24	155	0	5	1
"1540"	"S01008045"	"Keystone and Dougalston"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	24	981	534	4	3	55	69	0	14	0	83	55	347	2	4	1
"1541"	"S01008046"	"Keystone and Dougalston"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	82	35	855	461	17	18	135	101	42	26	0	125	90	386	0	2	1
"1542"	"S01008047"	"Keystone and Dougalston"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	20	702	400	2	3	45	75	0	12	0	70	27	NA	1	5	1
"1543"	"S01008048"	"Keystone and Dougalston"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	16	567	323	2	4	60	67	0	16	0	69	32	88	0	5	1
"1544"	"S01008049"	"Keystone and Dougalston"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	38	864	454	2	2	35	53	0	14	0	73	25	58	0	5	1
"1545"	"S01008050"	"Kilmardinny East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	0	628	330	1	2	50	60	0	12	0	66	36	48	1	5	1
"1546"	"S01008051"	"Kilmardinny East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	99	28	863	502	2	3	45	73	0	12	2	70	14	70	0	5	1
"1547"	"S01008052"	"Kilmardinny East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	16	821	502	2	3	40	57	0	12	0	64	23	73	0	5	1
"1548"	"S01008053"	"Kilmardinny East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	98	16	615	318	1	2	35	72	57	12	3	64	33	49	1	5	1
"1549"	"S01008054"	"Kilmardinny West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	41	804	414	5	5	75	56	0	18	0	78	27	224	0	5	1
"1550"	"S01008055"	"Kilmardinny West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	4	1187	690	2	2	30	55	0	9	0	54	15	59	0	5	1
"1551"	"S01008056"	"Kilmardinny West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	20	774	408	5	3	105	60	0	13	0	75	16	90	1	5	1
"1552"	"S01008057"	"Kilmardinny West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	31	957	544	2	3	40	72	0	13	5	62	23	84	1	5	1
"1553"	"S01008058"	"North Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	10	867	572	2	2	30	67	0	12	3	76	31	NA	0	5	1
"1554"	"S01008059"	"North Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	14	667	396	3	3	50	24	0	13	0	66	41	NA	0	5	1
"1555"	"S01008060"	"North Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	5	882	533	2	3	40	42	0	13	5	67	30	34	0	5	1
"1556"	"S01008061"	"North Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	7	937	514	4	3	50	130	0	20	7	78	32	128	1	5	1
"1557"	"S01008062"	"North Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	28	860	501	3	4	50	72	0	14	3	62	57	105	1	5	1
"1558"	"S01008063"	"South Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	5	910	528	3	3	50	32	0	12	3	58	37	NA	0	5	1
"1559"	"S01008064"	"South Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	83	45	736	477	18	13	120	82	169	19	5	113	89	150	0	2	1
"1560"	"S01008065"	"South Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	0	972	610	2	3	40	62	0	12	0	71	33	82	0	5	1
"1561"	"S01008066"	"South Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	10	943	535	1	3	30	48	0	10	5	62	15	138	0	5	1
"1562"	"S01008067"	"South Castlehill and Thorn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	14	683	391	2	3	35	69	0	12	5	56	24	205	0	5	1
"1563"	"S01008068"	"Westerton West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	71	1018	634	3	4	55	74	0	14	6	81	57	108	1	5	1
"1564"	"S01008069"	"Westerton West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	66	961	589	5	4	65	64	34	14	3	80	64	229	0	5	1
"1565"	"S01008070"	"Westerton West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	52	912	582	7	6	65	82	36	15	4	83	61	88	1	4	1
"1566"	"S01008071"	"Westerton East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	21	672	432	6	4	60	73	0	14	4	84	46	134	1	4	1
"1567"	"S01008072"	"Westerton East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	77	74	887	518	4	2	70	158	0	16	8	68	31	124	0	4	1
"1568"	"S01008073"	"Westerton East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	48	462	276	2	3	45	51	464	12	0	69	36	108	0	5	1
"1569"	"S01008074"	"Westerton East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	19	1067	605	3	3	55	73	0	17	4	82	28	141	0	5	1
"1570"	"S01008075"	"Westerton East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	16	619	320	3	2	45	45	0	11	0	63	27	NA	0	5	1
"1571"	"S01008076"	"Kessington West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	35	678	283	2	3	55	69	0	18	0	76	35	59	1	5	1
"1572"	"S01008077"	"Kessington West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	6	797	427	2	2	45	40	0	11	5	71	32	188	0	5	1
"1573"	"S01008078"	"Kessington West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	97	29	848	468	4	4	45	39	0	14	3	72	39	118	0	5	1
"1574"	"S01008079"	"Kessington West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	97	16	899	469	3	4	45	74	0	11	0	65	22	NA	0	5	1
"1575"	"S01008080"	"Kessington East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	7	714	408	4	5	75	69	0	14	4	73	34	56	0	5	1
"1576"	"S01008081"	"Kessington East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	16	600	362	3	2	40	79	0	12	4	68	33	117	1	5	1
"1577"	"S01008082"	"Kessington East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	73	854	502	3	5	40	66	0	12	3	79	38	141	0	5	1
"1578"	"S01008083"	"Kessington East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	20	717	428	2	4	60	53	0	11	4	85	27	NA	0	5	1
"1579"	"S01008084"	"Torrance and Balmore"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	33	827	498	8	5	80	50	42	15	0	74	57	133	1	4	0
"1580"	"S01008085"	"Torrance and Balmore"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	19	910	598	4	5	55	55	0	13	5	73	45	198	0	4	0
"1581"	"S01008086"	"Torrance and Balmore"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	34	1093	719	4	5	70	71	120	14	0	85	61	137	0	4	0
"1582"	"S01008087"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	6	814	463	3	3	60	69	0	14	5	67	50	160	0	5	1
"1583"	"S01008088"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	57	874	498	4	4	60	85	0	16	9	79	62	103	0	5	1
"1584"	"S01008089"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	14	657	416	2	4	45	60	0	15	0	75	42	122	1	5	1
"1585"	"S01008090"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	13	745	452	6	6	60	82	0	14	0	80	60	NA	1	4	1
"1586"	"S01008091"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	50	341	203	3	4	60	60	0	17	0	121	76	NA	0	4	1
"1587"	"S01008092"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	97	41	897	485	4	3	55	71	0	16	0	70	24	89	1	5	1
"1588"	"S01008093"	"Bishopbriggs North and Kenmure"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	12	820	478	3	3	60	104	0	14	7	85	44	85	0	5	1
"1589"	"S01008094"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	42	1459	1166	1	1	25	47	77	7	6	67	69	466	1	5	1
"1590"	"S01008095"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	86	206	709	412	7	6	75	52	0	18	0	81	80	56	0	4	1
"1591"	"S01008096"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	43	782	422	5	4	80	73	0	17	6	81	58	141	1	5	1
"1592"	"S01008097"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	71	596	326	6	3	70	73	0	17	0	102	51	201	0	5	1
"1593"	"S01008098"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	64	740	462	6	6	80	62	0	17	0	65	76	162	0	4	1
"1594"	"S01008099"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	43	529	352	3	4	65	69	56	14	7	76	87	1437	0	4	1
"1595"	"S01008100"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	30	918	532	8	5	95	74	0	14	12	88	44	316	0	4	1
"1596"	"S01008101"	"Bishopbriggs West and Cadder"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	47	833	565	8	7	85	96	0	14	3	82	81	312	1	4	1
"1597"	"S01008102"	"Auchinairn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	99	805	503	9	8	100	148	0	21	4	124	103	137	1	3	1
"1598"	"S01008103"	"Auchinairn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	76	38	672	445	20	16	140	137	42	22	5	127	122	223	1	2	1
"1599"	"S01008104"	"Auchinairn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	78	172	847	553	18	14	135	108	35	26	3	117	141	236	1	2	1
"1600"	"S01008105"	"Auchinairn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	81	116	1076	723	21	17	175	123	54	23	2	135	146	335	0	2	1
"1601"	"S01008106"	"Auchinairn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	74	70	746	480	23	20	190	165	0	31	0	127	153	295	2	1	1
"1602"	"S01008107"	"Auchinairn"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	79	1127	756	3	1	5	62	0	13	0	78	82	98	1	5	1
"1603"	"S01008108"	"Woodhill East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	28	701	477	3	6	65	79	0	14	3	82	77	NA	0	4	1
"1604"	"S01008109"	"Woodhill East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	26	920	580	2	4	60	41	0	13	6	81	73	44	0	5	1
"1605"	"S01008110"	"Woodhill East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	50	882	569	2	3	50	42	0	16	3	82	72	102	0	5	1
"1606"	"S01008111"	"Woodhill West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	75	858	483	4	3	65	48	0	15	0	91	45	93	0	5	1
"1607"	"S01008112"	"Woodhill West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	46	800	460	4	4	55	72	0	16	5	88	71	50	1	5	1
"1608"	"S01008113"	"Woodhill West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	92	866	519	5	5	50	61	0	15	0	72	53	127	1	5	1
"1609"	"S01008114"	"Woodhill West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	93	63	648	388	5	5	60	71	0	15	5	79	51	NA	1	5	1
"1610"	"S01008115"	"Woodhill West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	63	871	638	8	7	80	83	32	18	10	123	92	46	0	4	1
"1611"	"S01008116"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	43	904	536	3	4	55	98	0	15	0	99	48	66	0	5	1
"1612"	"S01008117"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	18	789	464	6	7	75	78	100	18	0	80	39	38	0	4	1
"1613"	"S01008118"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	58	917	550	7	9	100	92	0	19	4	99	67	251	0	3	1
"1614"	"S01008119"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	121	669	411	14	12	120	117	48	21	8	117	120	45	0	2	1
"1615"	"S01008120"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	56	612	334	9	8	80	64	0	18	8	93	35	131	1	4	1
"1616"	"S01008121"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	21	656	358	1	2	45	78	0	15	0	77	29	46	0	5	1
"1617"	"S01008122"	"Lenzie North"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	39	725	425	2	2	55	59	0	11	4	78	24	83	0	5	1
"1618"	"S01008123"	"Lenzie South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	37	861	486	2	2	35	52	0	14	9	68	19	70	0	5	1
"1619"	"S01008124"	"Lenzie South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	108	824	518	2	3	40	50	41	14	0	86	38	36	0	5	1
"1620"	"S01008125"	"Lenzie South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	5	889	522	2	3	35	57	0	16	3	98	33	68	0	5	1
"1621"	"S01008126"	"Lenzie South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	39	765	509	3	3	50	49	0	13	15	67	35	NA	1	5	1
"1622"	"S01008127"	"Kirkintilloch South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	89	46	659	417	2	1	40	95	0	14	0	86	32	197	2	5	1
"1623"	"S01008128"	"Kirkintilloch South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	96	26	840	527	4	5	55	61	0	18	0	91	36	107	0	5	1
"1624"	"S01008129"	"Kirkintilloch South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	79	128	872	594	14	15	145	89	0	21	9	110	108	138	1	2	1
"1625"	"S01008130"	"Kirkintilloch South"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	77	93	960	661	16	15	145	111	59	19	7	118	98	302	2	2	1
"1626"	"S01008131"	"Kirkintilloch West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	82	157	747	489	26	21	175	103	68	20	11	105	124	388	2	1	1
"1627"	"S01008132"	"Kirkintilloch West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	26	1115	606	3	3	60	61	0	17	8	87	34	81	0	5	1
"1628"	"S01008133"	"Kirkintilloch West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	85	381	618	358	13	14	115	72	162	24	9	144	89	372	1	2	1
"1629"	"S01008134"	"Kirkintilloch West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	87	98	563	386	14	15	125	92	0	18	5	101	65	711	2	2	1
"1630"	"S01008135"	"Kirkintilloch West"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	87	1163	719	11	13	125	183	89	21	7	125	79	490	2	2	1
"1631"	"S01008136"	"Hillhead"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	89	122	811	507	14	14	135	92	0	25	14	128	108	321	0	2	1
"1632"	"S01008137"	"Hillhead"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	76	192	918	581	29	26	225	149	32	26	15	168	192	621	0	1	1
"1633"	"S01008138"	"Hillhead"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	76	186	882	602	24	21	200	108	157	25	3	155	198	488	1	1	1
"1634"	"S01008139"	"Hillhead"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	84	334	950	626	20	18	150	136	406	26	2	165	132	232	1	1	1
"1635"	"S01008140"	"Hillhead"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	83	75	637	363	20	14	150	92	101	25	5	146	151	220	1	2	1
"1636"	"S01008141"	"Rosebank and Waterside"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	91	62	797	499	3	4	60	104	0	14	7	88	69	126	0	5	1
"1637"	"S01008142"	"Rosebank and Waterside"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	95	29	781	525	3	4	60	51	0	17	0	75	62	90	1	5	1
"1638"	"S01008143"	"Rosebank and Waterside"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	76	170	938	594	18	16	140	80	0	22	16	129	107	245	2	2	1
"1639"	"S01008144"	"Rosebank and Waterside"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	9	1346	839	2	3	35	70	24	11	3	81	55	59	1	5	1
"1640"	"S01008145"	"Twechar and Harestanes East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	81	25	767	482	17	14	155	135	0	20	6	112	176	274	0	2	0
"1641"	"S01008146"	"Twechar and Harestanes East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	78	70	494	298	14	10	125	90	0	20	6	85	148	223	1	2	0
"1642"	"S01008147"	"Twechar and Harestanes East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	89	216	807	525	9	10	95	117	38	22	6	119	116	87	1	3	1
"1643"	"S01008148"	"Twechar and Harestanes East"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	94	77	704	489	8	11	100	58	0	21	5	85	73	270	0	3	1
"1644"	"S01008149"	"Harestanes"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	90	65	674	430	14	15	130	97	44	22	0	120	98	282	0	2	1
"1645"	"S01008150"	"Harestanes"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	84	86	900	518	16	13	140	79	100	22	5	126	100	222	1	2	1
"1646"	"S01008151"	"Harestanes"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	86	113	690	448	16	14	135	103	42	26	0	106	149	261	0	2	1
"1647"	"S01008152"	"Harestanes"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	86	111	1011	567	15	16	150	94	103	24	0	139	124	238	1	2	1
"1648"	"S01008153"	"Milton of Campsie"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	31	883	548	3	4	75	105	39	17	3	85	47	34	0	4	0
"1649"	"S01008154"	"Milton of Campsie"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	52	799	445	4	5	85	71	93	18	0	99	53	38	0	4	0
"1650"	"S01008155"	"Milton of Campsie"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	88	26	696	464	8	5	55	62	0	16	4	68	80	NA	0	4	0
"1651"	"S01008156"	"Milton of Campsie"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	82	109	910	592	11	9	95	227	104	21	7	107	98	319	1	3	0
"1652"	"S01008157"	"Milton of Campsie"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	83	85	726	492	7	7	90	73	0	19	0	92	56	69	0	4	0
"1653"	"S01008158"	"Lennoxtown"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	89	26	672	500	2	4	45	51	0	18	0	77	47	45	1	5	0
"1654"	"S01008159"	"Lennoxtown"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	75	200	972	602	22	20	155	136	189	24	2	124	136	494	1	1	0
"1655"	"S01008160"	"Lennoxtown"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	77	149	972	587	17	14	125	157	65	25	0	123	132	247	0	2	0
"1656"	"S01008161"	"Lennoxtown"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	92	46	1038	716	5	4	55	93	26	13	2	77	57	164	1	4	0
"1657"	"S01008162"	"Lennoxtown"	"East Dunbartonshire"	"Greater Glasgow and Clyde"	84	21	1093	692	7	5	80	68	26	17	4	98	78	201	1	4	0
"1658"	"S01008163"	"IZ01"	"East Lothian"	"Lothian"	75	92	762	479	15	14	135	135	119	22	0	118	146	79	0	2	0
"1659"	"S01008164"	"IZ01"	"East Lothian"	"Lothian"	81	17	1543	1343	7	5	85	113	37	10	4	66	111	169	1	4	0
"1660"	"S01008165"	"IZ01"	"East Lothian"	"Lothian"	90	13	866	555	3	3	45	145	0	10	3	81	79	139	0	5	1
"1661"	"S01008166"	"IZ01"	"East Lothian"	"Lothian"	76	55	543	350	14	8	105	86	272	19	8	98	152	111	1	2	1
"1662"	"S01008167"	"IZ01"	"East Lothian"	"Lothian"	76	74	738	452	21	15	130	61	84	20	0	116	196	312	0	2	1
"1663"	"S01008168"	"IZ01"	"East Lothian"	"Lothian"	81	114	882	553	20	13	130	145	137	26	5	108	142	136	1	2	1
"1664"	"S01008169"	"IZ01"	"East Lothian"	"Lothian"	75	73	734	484	11	11	120	80	38	20	0	99	158	191	0	2	1
"1665"	"S01008170"	"IZ02"	"East Lothian"	"Lothian"	90	30	594	398	5	4	45	133	0	16	0	71	55	118	1	4	1
"1666"	"S01008171"	"IZ02"	"East Lothian"	"Lothian"	86	149	728	479	14	13	105	88	189	20	0	98	96	302	2	2	1
"1667"	"S01008172"	"IZ02"	"East Lothian"	"Lothian"	84	52	576	340	9	8	70	97	0	16	15	70	91	52	0	3	1
"1668"	"S01008173"	"IZ02"	"East Lothian"	"Lothian"	85	35	677	460	5	5	70	117	0	18	11	77	64	NA	1	4	1
"1669"	"S01008174"	"IZ02"	"East Lothian"	"Lothian"	91	27	499	336	8	10	85	80	255	14	0	93	87	60	1	3	1
"1670"	"S01008175"	"IZ02"	"East Lothian"	"Lothian"	81	77	714	495	10	10	95	103	145	18	8	95	92	407	4	3	1
"1671"	"S01008176"	"IZ02"	"East Lothian"	"Lothian"	87	17	801	521	4	5	45	65	0	15	0	60	49	412	1	5	1
"1672"	"S01008177"	"IZ03"	"East Lothian"	"Lothian"	81	38	754	441	11	11	105	92	199	22	3	96	117	624	2	2	1
"1673"	"S01008178"	"IZ03"	"East Lothian"	"Lothian"	86	7	608	350	8	8	65	35	0	15	0	68	84	99	3	4	1
"1674"	"S01008179"	"IZ03"	"East Lothian"	"Lothian"	93	38	535	390	2	2	20	101	51	12	0	76	34	75	0	5	1
"1675"	"S01008180"	"IZ03"	"East Lothian"	"Lothian"	90	19	481	356	1	3	35	11	0	14	0	48	32	208	0	5	1
"1676"	"S01008181"	"IZ03"	"East Lothian"	"Lothian"	91	47	663	385	2	3	30	57	52	13	0	54	54	377	1	5	1
"1677"	"S01008182"	"IZ04"	"East Lothian"	"Lothian"	82	82	960	670	15	12	100	122	192	20	0	88	87	448	7	2	1
"1678"	"S01008183"	"IZ04"	"East Lothian"	"Lothian"	86	94	650	424	11	7	60	62	43	16	0	75	58	231	4	4	1
"1679"	"S01008184"	"IZ04"	"East Lothian"	"Lothian"	86	149	818	518	13	11	105	108	163	18	3	100	84	575	3	3	1
"1680"	"S01008185"	"IZ04"	"East Lothian"	"Lothian"	73	53	1005	646	15	15	105	94	206	22	5	91	80	249	3	2	1
"1681"	"S01008186"	"IZ04"	"East Lothian"	"Lothian"	82	196	896	605	12	9	95	161	97	15	5	95	58	659	4	3	1
"1682"	"S01008187"	"IZ04"	"East Lothian"	"Lothian"	74	48	682	428	21	16	130	100	127	20	10	113	146	367	2	2	1
"1683"	"S01008188"	"IZ05"	"East Lothian"	"Lothian"	81	186	906	582	22	17	160	135	124	23	4	112	137	331	2	2	1
"1684"	"S01008189"	"IZ05"	"East Lothian"	"Lothian"	81	103	572	345	10	9	70	86	0	19	0	92	81	175	2	3	1
"1685"	"S01008190"	"IZ05"	"East Lothian"	"Lothian"	75	102	884	547	18	12	105	93	154	20	0	121	159	283	0	2	1
"1686"	"S01008191"	"IZ05"	"East Lothian"	"Lothian"	83	31	503	293	15	9	85	79	211	17	5	112	125	119	4	2	1
"1687"	"S01008192"	"IZ05"	"East Lothian"	"Lothian"	74	110	817	579	17	13	105	91	66	19	9	104	112	588	2	2	1
"1688"	"S01008193"	"IZ05"	"East Lothian"	"Lothian"	80	85	853	523	8	8	70	98	78	16	3	88	83	282	0	3	1
"1689"	"S01008194"	"IZ06"	"East Lothian"	"Lothian"	82	16	643	382	11	10	70	108	50	19	0	69	98	140	1	3	1
